metric_or_field_id,display_name,catalog_group,state_group,primary_embedding_target,feature_type,observation_window,required_raw_datapoints,recommended_raw_table,recommended_feature_table,recommended_serving_table,candidate_supervised_heads,model_component,mapped_models,signal_shape_inferred,definition
other.physical_security_install.execution_count.rolling_90d,physical security install execution count,domain_operational_metric,domain_state,D_OTHER_EXECUTION,windowed_aggregate,trailing 90 day technician state with recency weighting,job_id | technician_id | step_instance_id | step_family | subdomain_id | step_start_timestamp | step_end_timestamp | planned_step_duration_min | actual_step_duration_min | rework_flag | execution_flag,fact_runbook_step_event / fact_domain_tool_log,fact_technician_domain_state_daily,serving_tech_embedding_cache (domain slice),domain_step_success | duration_overrun_risk | redispatch_risk,Domain Expert Bank + Universal Overlay,Domain Expert Bank; Duration Overrun Predictor; No-Show / Cancellation Risk Model; Subdomain Adapter Bank; Universal State Encoder,structured,Other: Number of times this step family was executed. Step family = physical security install. Rolling 90-day domain skill signal with recency weighting.
other.physical_security_install.avg_duration_min.job_level,physical security install avg duration min,domain_operational_metric,domain_state,D_OTHER_EXECUTION,duration_latency,single technician-on-job normalized at closeout,job_id | technician_id | step_instance_id | step_family | subdomain_id | step_start_timestamp | step_end_timestamp | planned_step_duration_min | actual_step_duration_min | rework_flag,fact_runbook_step_event / fact_domain_tool_log,fact_runbook_step_event / fact_domain_tool_log / fact_qc_event,serving_tech_embedding_cache (domain slice),domain_step_success | duration_overrun_risk | redispatch_risk,Domain Expert Bank + Universal Overlay,Domain Expert Bank; Duration Overrun Predictor; No-Show / Cancellation Risk Model; Subdomain Adapter Bank; Universal State Encoder,structured,Other: Average duration spent in this step family. Step family = physical security install. Single assignment or visit value normalized at closeout.
other.physical_security_install.avg_duration_min.rolling_90d,physical security install avg duration min,domain_operational_metric,domain_state,D_OTHER_EXECUTION,duration_latency,trailing 90 day technician state with recency weighting,job_id | technician_id | step_instance_id | step_family | subdomain_id | step_start_timestamp | step_end_timestamp | planned_step_duration_min | actual_step_duration_min | rework_flag,fact_runbook_step_event / fact_domain_tool_log,fact_technician_domain_state_daily,serving_tech_embedding_cache (domain slice),domain_step_success | duration_overrun_risk | redispatch_risk,Domain Expert Bank + Universal Overlay,Domain Expert Bank; Duration Overrun Predictor; No-Show / Cancellation Risk Model; Subdomain Adapter Bank; Universal State Encoder,structured,Other: Average duration spent in this step family. Step family = physical security install. Rolling 90-day domain skill signal with recency weighting.
other.physical_security_install.on_plan_rate.job_level,physical security install on plan rate,domain_operational_metric,domain_state,D_OTHER_EXECUTION,rate_ratio,single technician-on-job normalized at closeout,job_id | technician_id | step_instance_id | step_family | subdomain_id | step_start_timestamp | step_end_timestamp | planned_step_duration_min | actual_step_duration_min | rework_flag,fact_runbook_step_event / fact_domain_tool_log,fact_runbook_step_event / fact_domain_tool_log / fact_qc_event,serving_tech_embedding_cache (domain slice),domain_step_success | duration_overrun_risk | redispatch_risk,Domain Expert Bank + Universal Overlay,Domain Expert Bank; Duration Overrun Predictor; No-Show / Cancellation Risk Model; Subdomain Adapter Bank; Universal State Encoder,structured,Other: Rate of finishing this step family within plan. Step family = physical security install. Single assignment or visit value normalized at closeout.
other.physical_security_install.on_plan_rate.rolling_90d,physical security install on plan rate,domain_operational_metric,domain_state,D_OTHER_EXECUTION,rate_ratio,trailing 90 day technician state with recency weighting,job_id | technician_id | step_instance_id | step_family | subdomain_id | step_start_timestamp | step_end_timestamp | planned_step_duration_min | actual_step_duration_min | rework_flag,fact_runbook_step_event / fact_domain_tool_log,fact_technician_domain_state_daily,serving_tech_embedding_cache (domain slice),domain_step_success | duration_overrun_risk | redispatch_risk,Domain Expert Bank + Universal Overlay,Domain Expert Bank; Duration Overrun Predictor; No-Show / Cancellation Risk Model; Subdomain Adapter Bank; Universal State Encoder,structured,Other: Rate of finishing this step family within plan. Step family = physical security install. Rolling 90-day domain skill signal with recency weighting.
other.physical_security_install.first_pass_rate.job_level,physical security install first pass rate,domain_operational_metric,domain_state,D_OTHER_EXECUTION,rate_ratio,single technician-on-job normalized at closeout,job_id | technician_id | step_instance_id | step_family | subdomain_id | step_start_timestamp | step_end_timestamp | planned_step_duration_min | actual_step_duration_min | rework_flag | first_pass_flag,fact_runbook_step_event / fact_domain_tool_log,fact_runbook_step_event / fact_domain_tool_log / fact_qc_event,serving_tech_embedding_cache (domain slice),domain_step_success | duration_overrun_risk | redispatch_risk,Domain Expert Bank + Universal Overlay,Domain Expert Bank; Duration Overrun Predictor; No-Show / Cancellation Risk Model; QC Failure / First-Pass Model; Subdomain Adapter Bank; Universal State Encoder,structured,Other: Rate of passing this step family on first attempt/review. Step family = physical security install. Single assignment or visit value normalized at closeout.
other.physical_security_install.first_pass_rate.rolling_90d,physical security install first pass rate,domain_operational_metric,domain_state,D_OTHER_EXECUTION,rate_ratio,trailing 90 day technician state with recency weighting,job_id | technician_id | step_instance_id | step_family | subdomain_id | step_start_timestamp | step_end_timestamp | planned_step_duration_min | actual_step_duration_min | rework_flag | first_pass_flag,fact_runbook_step_event / fact_domain_tool_log,fact_technician_domain_state_daily,serving_tech_embedding_cache (domain slice),domain_step_success | duration_overrun_risk | redispatch_risk,Domain Expert Bank + Universal Overlay,Domain Expert Bank; Duration Overrun Predictor; No-Show / Cancellation Risk Model; QC Failure / First-Pass Model; Subdomain Adapter Bank; Universal State Encoder,structured,Other: Rate of passing this step family on first attempt/review. Step family = physical security install. Rolling 90-day domain skill signal with recency weighting.
other.physical_security_install.defect_or_exception_rate.job_level,physical security install defect or exception rate,domain_operational_metric,domain_state,D_OTHER_EXECUTION,rate_ratio,single technician-on-job normalized at closeout,job_id | technician_id | step_instance_id | step_family | subdomain_id | step_start_timestamp | step_end_timestamp | planned_step_duration_min | actual_step_duration_min | rework_flag | defect_flag | defect_count,fact_runbook_step_event / fact_domain_tool_log,fact_runbook_step_event / fact_domain_tool_log / fact_qc_event,serving_tech_embedding_cache (domain slice),domain_step_success | duration_overrun_risk | redispatch_risk,Domain Expert Bank + Universal Overlay,Domain Expert Bank; Duration Overrun Predictor; No-Show / Cancellation Risk Model; Subdomain Adapter Bank; Universal State Encoder,structured,"Other: Rate of defects, misses, or exceptions produced in this step family. Step family = physical security install. Single assignment or visit value normalized at closeout."
other.physical_security_install.defect_or_exception_rate.rolling_90d,physical security install defect or exception rate,domain_operational_metric,domain_state,D_OTHER_EXECUTION,rate_ratio,trailing 90 day technician state with recency weighting,job_id | technician_id | step_instance_id | step_family | subdomain_id | step_start_timestamp | step_end_timestamp | planned_step_duration_min | actual_step_duration_min | rework_flag | defect_flag | defect_count,fact_runbook_step_event / fact_domain_tool_log,fact_technician_domain_state_daily,serving_tech_embedding_cache (domain slice),domain_step_success | duration_overrun_risk | redispatch_risk,Domain Expert Bank + Universal Overlay,Domain Expert Bank; Duration Overrun Predictor; No-Show / Cancellation Risk Model; Subdomain Adapter Bank; Universal State Encoder,structured,"Other: Rate of defects, misses, or exceptions produced in this step family. Step family = physical security install. Rolling 90-day domain skill signal with recency weighting."
other.physical_security_install.evidence_complete_rate.job_level,physical security install evidence complete rate,domain_operational_metric,domain_state,D_OTHER_EXECUTION,rate_ratio,single technician-on-job normalized at closeout,job_id | technician_id | step_instance_id | step_family | subdomain_id | step_start_timestamp | step_end_timestamp | planned_step_duration_min | actual_step_duration_min | rework_flag | evidence_complete_flag | artifact_id,fact_runbook_step_event / fact_domain_tool_log,fact_runbook_step_event / fact_domain_tool_log / fact_qc_event,serving_tech_embedding_cache (domain slice),domain_step_success | duration_overrun_risk | redispatch_risk,Domain Expert Bank + Universal Overlay,Domain Expert Bank; Duration Overrun Predictor; No-Show / Cancellation Risk Model; Subdomain Adapter Bank; Universal State Encoder,structured,Other: Rate of submitting the required evidence or artifacts for this step family. Step family = physical security install. Single assignment or visit value normalized at closeout.
other.physical_security_install.evidence_complete_rate.rolling_90d,physical security install evidence complete rate,domain_operational_metric,domain_state,D_OTHER_EXECUTION,rate_ratio,trailing 90 day technician state with recency weighting,job_id | technician_id | step_instance_id | step_family | subdomain_id | step_start_timestamp | step_end_timestamp | planned_step_duration_min | actual_step_duration_min | rework_flag | evidence_complete_flag | artifact_id,fact_runbook_step_event / fact_domain_tool_log,fact_technician_domain_state_daily,serving_tech_embedding_cache (domain slice),domain_step_success | duration_overrun_risk | redispatch_risk,Domain Expert Bank + Universal Overlay,Domain Expert Bank; Duration Overrun Predictor; No-Show / Cancellation Risk Model; Subdomain Adapter Bank; Universal State Encoder,structured,Other: Rate of submitting the required evidence or artifacts for this step family. Step family = physical security install. Rolling 90-day domain skill signal with recency weighting.
other.physical_security_install.rework_rate.job_level,physical security install rework rate,domain_operational_metric,domain_state,D_OTHER_EXECUTION,rate_ratio,single technician-on-job normalized at closeout,job_id | technician_id | step_instance_id | step_family | subdomain_id | step_start_timestamp | step_end_timestamp | planned_step_duration_min | actual_step_duration_min | rework_flag | rework_cycle_count,fact_runbook_step_event / fact_domain_tool_log,fact_runbook_step_event / fact_domain_tool_log / fact_qc_event,serving_tech_embedding_cache (domain slice),domain_step_success | duration_overrun_risk | redispatch_risk,Domain Expert Bank + Universal Overlay,Domain Expert Bank; Duration Overrun Predictor; No-Show / Cancellation Risk Model; Subdomain Adapter Bank; Universal State Encoder,structured,Other: Rate of rework or revisit generated by this step family. Step family = physical security install. Single assignment or visit value normalized at closeout.
