metric_or_field_id,display_name,catalog_group,state_group,primary_embedding_target,recommended_raw_table,recommended_feature_table,recommended_serving_table,candidate_supervised_heads,model_component,mapped_models
alm.test_management.execution_count.job_level,test management execution count,domain_operational_metric,domain_state,D_ALM_VALIDATION_QUALITY,fact_qc_event / fact_domain_tool_log,fact_runbook_step_event / fact_domain_tool_log / fact_qc_event,serving_tech_embedding_cache (domain slice),first_pass_qc | defect_risk | retest_risk,Domain Expert Bank + Universal Overlay,Domain Expert Bank; No-Show / Cancellation Risk Model; QC Failure / First-Pass Model; Subdomain Adapter Bank; Universal State Encoder
alm.test_management.execution_count.rolling_90d,test management execution count,domain_operational_metric,domain_state,D_ALM_VALIDATION_QUALITY,fact_qc_event / fact_domain_tool_log,fact_technician_domain_state_daily,serving_tech_embedding_cache (domain slice),first_pass_qc | defect_risk | retest_risk,Domain Expert Bank + Universal Overlay,Domain Expert Bank; No-Show / Cancellation Risk Model; QC Failure / First-Pass Model; Subdomain Adapter Bank; Universal State Encoder
alm.test_management.avg_duration_min.job_level,test management avg duration min,domain_operational_metric,domain_state,D_ALM_VALIDATION_QUALITY,fact_qc_event / fact_domain_tool_log,fact_runbook_step_event / fact_domain_tool_log / fact_qc_event,serving_tech_embedding_cache (domain slice),first_pass_qc | defect_risk | retest_risk,Domain Expert Bank + Universal Overlay,Domain Expert Bank; Duration Overrun Predictor; No-Show / Cancellation Risk Model; QC Failure / First-Pass Model; Subdomain Adapter Bank; Universal State Encoder
alm.test_management.avg_duration_min.rolling_90d,test management avg duration min,domain_operational_metric,domain_state,D_ALM_VALIDATION_QUALITY,fact_qc_event / fact_domain_tool_log,fact_technician_domain_state_daily,serving_tech_embedding_cache (domain slice),first_pass_qc | defect_risk | retest_risk,Domain Expert Bank + Universal Overlay,Domain Expert Bank; Duration Overrun Predictor; No-Show / Cancellation Risk Model; QC Failure / First-Pass Model; Subdomain Adapter Bank; Universal State Encoder
alm.test_management.on_plan_rate.job_level,test management on plan rate,domain_operational_metric,domain_state,D_ALM_VALIDATION_QUALITY,fact_qc_event / fact_domain_tool_log,fact_runbook_step_event / fact_domain_tool_log / fact_qc_event,serving_tech_embedding_cache (domain slice),first_pass_qc | defect_risk | retest_risk,Domain Expert Bank + Universal Overlay,Domain Expert Bank; No-Show / Cancellation Risk Model; QC Failure / First-Pass Model; Subdomain Adapter Bank; Universal State Encoder
alm.test_management.on_plan_rate.rolling_90d,test management on plan rate,domain_operational_metric,domain_state,D_ALM_VALIDATION_QUALITY,fact_qc_event / fact_domain_tool_log,fact_technician_domain_state_daily,serving_tech_embedding_cache (domain slice),first_pass_qc | defect_risk | retest_risk,Domain Expert Bank + Universal Overlay,Domain Expert Bank; No-Show / Cancellation Risk Model; QC Failure / First-Pass Model; Subdomain Adapter Bank; Universal State Encoder
alm.test_management.first_pass_rate.job_level,test management first pass rate,domain_operational_metric,domain_state,D_ALM_VALIDATION_QUALITY,fact_qc_event / fact_domain_tool_log,fact_runbook_step_event / fact_domain_tool_log / fact_qc_event,serving_tech_embedding_cache (domain slice),first_pass_qc | defect_risk | retest_risk,Domain Expert Bank + Universal Overlay,Domain Expert Bank; No-Show / Cancellation Risk Model; QC Failure / First-Pass Model; Subdomain Adapter Bank; Universal State Encoder
alm.test_management.first_pass_rate.rolling_90d,test management first pass rate,domain_operational_metric,domain_state,D_ALM_VALIDATION_QUALITY,fact_qc_event / fact_domain_tool_log,fact_technician_domain_state_daily,serving_tech_embedding_cache (domain slice),first_pass_qc | defect_risk | retest_risk,Domain Expert Bank + Universal Overlay,Domain Expert Bank; No-Show / Cancellation Risk Model; QC Failure / First-Pass Model; Subdomain Adapter Bank; Universal State Encoder
alm.test_management.defect_or_exception_rate.job_level,test management defect or exception rate,domain_operational_metric,domain_state,D_ALM_VALIDATION_QUALITY,fact_qc_event / fact_domain_tool_log,fact_runbook_step_event / fact_domain_tool_log / fact_qc_event,serving_tech_embedding_cache (domain slice),first_pass_qc | defect_risk | retest_risk,Domain Expert Bank + Universal Overlay,Domain Expert Bank; No-Show / Cancellation Risk Model; QC Failure / First-Pass Model; Subdomain Adapter Bank; Universal State Encoder
alm.test_management.defect_or_exception_rate.rolling_90d,test management defect or exception rate,domain_operational_metric,domain_state,D_ALM_VALIDATION_QUALITY,fact_qc_event / fact_domain_tool_log,fact_technician_domain_state_daily,serving_tech_embedding_cache (domain slice),first_pass_qc | defect_risk | retest_risk,Domain Expert Bank + Universal Overlay,Domain Expert Bank; No-Show / Cancellation Risk Model; QC Failure / First-Pass Model; Subdomain Adapter Bank; Universal State Encoder
alm.test_management.evidence_complete_rate.job_level,test management evidence complete rate,domain_operational_metric,domain_state,D_ALM_VALIDATION_QUALITY,fact_qc_event / fact_domain_tool_log,fact_runbook_step_event / fact_domain_tool_log / fact_qc_event,serving_tech_embedding_cache (domain slice),first_pass_qc | defect_risk | retest_risk,Domain Expert Bank + Universal Overlay,Domain Expert Bank; No-Show / Cancellation Risk Model; QC Failure / First-Pass Model; Subdomain Adapter Bank; Universal State Encoder
alm.test_management.evidence_complete_rate.rolling_90d,test management evidence complete rate,domain_operational_metric,domain_state,D_ALM_VALIDATION_QUALITY,fact_qc_event / fact_domain_tool_log,fact_technician_domain_state_daily,serving_tech_embedding_cache (domain slice),first_pass_qc | defect_risk | retest_risk,Domain Expert Bank + Universal Overlay,Domain Expert Bank; No-Show / Cancellation Risk Model; QC Failure / First-Pass Model; Subdomain Adapter Bank; Universal State Encoder
alm.test_management.rework_rate.job_level,test management rework rate,domain_operational_metric,domain_state,D_ALM_VALIDATION_QUALITY,fact_qc_event / fact_domain_tool_log,fact_runbook_step_event / fact_domain_tool_log / fact_qc_event,serving_tech_embedding_cache (domain slice),first_pass_qc | defect_risk | retest_risk,Domain Expert Bank + Universal Overlay,Domain Expert Bank; No-Show / Cancellation Risk Model; QC Failure / First-Pass Model; Subdomain Adapter Bank; Universal State Encoder
alm.test_management.rework_rate.rolling_90d,test management rework rate,domain_operational_metric,domain_state,D_ALM_VALIDATION_QUALITY,fact_qc_event / fact_domain_tool_log,fact_technician_domain_state_daily,serving_tech_embedding_cache (domain slice),first_pass_qc | defect_risk | retest_risk,Domain Expert Bank + Universal Overlay,Domain Expert Bank; No-Show / Cancellation Risk Model; QC Failure / First-Pass Model; Subdomain Adapter Bank; Universal State Encoder
alm.release_change_mgmt.execution_count.job_level,release change mgmt execution count,domain_operational_metric,domain_state,D_ALM_GOVERNANCE_COMPLIANCE,fact_runbook_step_event / fact_domain_tool_log,fact_runbook_step_event / fact_domain_tool_log / fact_qc_event,serving_tech_embedding_cache (domain slice),policy_compliance | exception_risk | regulated_job_fit,Domain Expert Bank + Universal Overlay,Domain Expert Bank; No-Show / Cancellation Risk Model; Subdomain Adapter Bank; Universal State Encoder
alm.release_change_mgmt.execution_count.rolling_90d,release change mgmt execution count,domain_operational_metric,domain_state,D_ALM_GOVERNANCE_COMPLIANCE,fact_runbook_step_event / fact_domain_tool_log,fact_technician_domain_state_daily,serving_tech_embedding_cache (domain slice),policy_compliance | exception_risk | regulated_job_fit,Domain Expert Bank + Universal Overlay,Domain Expert Bank; No-Show / Cancellation Risk Model; Subdomain Adapter Bank; Universal State Encoder
alm.release_change_mgmt.avg_duration_min.job_level,release change mgmt avg duration min,domain_operational_metric,domain_state,D_ALM_GOVERNANCE_COMPLIANCE,fact_runbook_step_event / fact_domain_tool_log,fact_runbook_step_event / fact_domain_tool_log / fact_qc_event,serving_tech_embedding_cache (domain slice),policy_compliance | exception_risk | regulated_job_fit,Domain Expert Bank + Universal Overlay,Domain Expert Bank; Duration Overrun Predictor; No-Show / Cancellation Risk Model; Subdomain Adapter Bank; Universal State Encoder
alm.release_change_mgmt.avg_duration_min.rolling_90d,release change mgmt avg duration min,domain_operational_metric,domain_state,D_ALM_GOVERNANCE_COMPLIANCE,fact_runbook_step_event / fact_domain_tool_log,fact_technician_domain_state_daily,serving_tech_embedding_cache (domain slice),policy_compliance | exception_risk | regulated_job_fit,Domain Expert Bank + Universal Overlay,Domain Expert Bank; Duration Overrun Predictor; No-Show / Cancellation Risk Model; Subdomain Adapter Bank; Universal State Encoder
alm.release_change_mgmt.on_plan_rate.job_level,release change mgmt on plan rate,domain_operational_metric,domain_state,D_ALM_GOVERNANCE_COMPLIANCE,fact_runbook_step_event / fact_domain_tool_log,fact_runbook_step_event / fact_domain_tool_log / fact_qc_event,serving_tech_embedding_cache (domain slice),policy_compliance | exception_risk | regulated_job_fit,Domain Expert Bank + Universal Overlay,Domain Expert Bank; No-Show / Cancellation Risk Model; Subdomain Adapter Bank; Universal State Encoder
alm.release_change_mgmt.on_plan_rate.rolling_90d,release change mgmt on plan rate,domain_operational_metric,domain_state,D_ALM_GOVERNANCE_COMPLIANCE,fact_runbook_step_event / fact_domain_tool_log,fact_technician_domain_state_daily,serving_tech_embedding_cache (domain slice),policy_compliance | exception_risk | regulated_job_fit,Domain Expert Bank + Universal Overlay,Domain Expert Bank; No-Show / Cancellation Risk Model; Subdomain Adapter Bank; Universal State Encoder
alm.release_change_mgmt.first_pass_rate.job_level,release change mgmt first pass rate,domain_operational_metric,domain_state,D_ALM_GOVERNANCE_COMPLIANCE,fact_runbook_step_event / fact_domain_tool_log,fact_runbook_step_event / fact_domain_tool_log / fact_qc_event,serving_tech_embedding_cache (domain slice),policy_compliance | exception_risk | regulated_job_fit,Domain Expert Bank + Universal Overlay,Domain Expert Bank; No-Show / Cancellation Risk Model; QC Failure / First-Pass Model; Subdomain Adapter Bank; Universal State Encoder
alm.release_change_mgmt.first_pass_rate.rolling_90d,release change mgmt first pass rate,domain_operational_metric,domain_state,D_ALM_GOVERNANCE_COMPLIANCE,fact_runbook_step_event / fact_domain_tool_log,fact_technician_domain_state_daily,serving_tech_embedding_cache (domain slice),policy_compliance | exception_risk | regulated_job_fit,Domain Expert Bank + Universal Overlay,Domain Expert Bank; No-Show / Cancellation Risk Model; QC Failure / First-Pass Model; Subdomain Adapter Bank; Universal State Encoder
alm.release_change_mgmt.defect_or_exception_rate.job_level,release change mgmt defect or exception rate,domain_operational_metric,domain_state,D_ALM_GOVERNANCE_COMPLIANCE,fact_runbook_step_event / fact_domain_tool_log,fact_runbook_step_event / fact_domain_tool_log / fact_qc_event,serving_tech_embedding_cache (domain slice),policy_compliance | exception_risk | regulated_job_fit,Domain Expert Bank + Universal Overlay,Domain Expert Bank; No-Show / Cancellation Risk Model; Subdomain Adapter Bank; Universal State Encoder
alm.release_change_mgmt.defect_or_exception_rate.rolling_90d,release change mgmt defect or exception rate,domain_operational_metric,domain_state,D_ALM_GOVERNANCE_COMPLIANCE,fact_runbook_step_event / fact_domain_tool_log,fact_technician_domain_state_daily,serving_tech_embedding_cache (domain slice),policy_compliance | exception_risk | regulated_job_fit,Domain Expert Bank + Universal Overlay,Domain Expert Bank; No-Show / Cancellation Risk Model; Subdomain Adapter Bank; Universal State Encoder
alm.release_change_mgmt.evidence_complete_rate.job_level,release change mgmt evidence complete rate,domain_operational_metric,domain_state,D_ALM_GOVERNANCE_COMPLIANCE,fact_runbook_step_event / fact_domain_tool_log,fact_runbook_step_event / fact_domain_tool_log / fact_qc_event,serving_tech_embedding_cache (domain slice),policy_compliance | exception_risk | regulated_job_fit,Domain Expert Bank + Universal Overlay,Domain Expert Bank; No-Show / Cancellation Risk Model; Subdomain Adapter Bank; Universal State Encoder
alm.release_change_mgmt.evidence_complete_rate.rolling_90d,release change mgmt evidence complete rate,domain_operational_metric,domain_state,D_ALM_GOVERNANCE_COMPLIANCE,fact_runbook_step_event / fact_domain_tool_log,fact_technician_domain_state_daily,serving_tech_embedding_cache (domain slice),policy_compliance | exception_risk | regulated_job_fit,Domain Expert Bank + Universal Overlay,Domain Expert Bank; No-Show / Cancellation Risk Model; Subdomain Adapter Bank; Universal State Encoder
alm.release_change_mgmt.rework_rate.job_level,release change mgmt rework rate,domain_operational_metric,domain_state,D_ALM_GOVERNANCE_COMPLIANCE,fact_runbook_step_event / fact_domain_tool_log,fact_runbook_step_event / fact_domain_tool_log / fact_qc_event,serving_tech_embedding_cache (domain slice),policy_compliance | exception_risk | regulated_job_fit,Domain Expert Bank + Universal Overlay,Domain Expert Bank; No-Show / Cancellation Risk Model; Subdomain Adapter Bank; Universal State Encoder
alm.release_change_mgmt.rework_rate.rolling_90d,release change mgmt rework rate,domain_operational_metric,domain_state,D_ALM_GOVERNANCE_COMPLIANCE,fact_runbook_step_event / fact_domain_tool_log,fact_technician_domain_state_daily,serving_tech_embedding_cache (domain slice),policy_compliance | exception_risk | regulated_job_fit,Domain Expert Bank + Universal Overlay,Domain Expert Bank; No-Show / Cancellation Risk Model; Subdomain Adapter Bank; Universal State Encoder
alm.environment_config_mgmt.execution_count.job_level,environment config mgmt execution count,domain_operational_metric,domain_state,D_ALM_EXECUTION,fact_runbook_step_event / fact_domain_tool_log,fact_runbook_step_event / fact_domain_tool_log / fact_qc_event,serving_tech_embedding_cache (domain slice),domain_step_success | duration_overrun_risk | redispatch_risk,Domain Expert Bank + Universal Overlay,Domain Expert Bank; Duration Overrun Predictor; No-Show / Cancellation Risk Model; Subdomain Adapter Bank; Universal State Encoder
alm.environment_config_mgmt.execution_count.rolling_90d,environment config mgmt execution count,domain_operational_metric,domain_state,D_ALM_EXECUTION,fact_runbook_step_event / fact_domain_tool_log,fact_technician_domain_state_daily,serving_tech_embedding_cache (domain slice),domain_step_success | duration_overrun_risk | redispatch_risk,Domain Expert Bank + Universal Overlay,Domain Expert Bank; Duration Overrun Predictor; No-Show / Cancellation Risk Model; Subdomain Adapter Bank; Universal State Encoder
